Sifon;Paño;Ciclo;Fecha_apil;Fecha_riego;Fecha_aporte;Vol_m3;Mineral_tms;H_(Bh)_%; Tcu_%;ASCu_%;CNCu_%;Ac. Correa_ton;Sal_Sól_ton;Sal_Salmu_ton ;P80_mm;Menos_-#100;H_(Bs)_%_I;RS_%_I;Tcu_%_I;ASCu_%_I;CNCu_%_I;Alt Paño_%_I;D. Acido_kg/t_I;Sal_Sól_kg/t_I;Sal_Salmu_kg/t_I;Sal_Total_kg/t_I;Reposo_dias;Reviente_dias;Menos_-100#_%_I;Ciclo_Max_dias;Reviente_dias_Calc;Ciclo_Max_dias_Calc;Dif_dias;HON_gpl_sup;CuON_gpl_sup;ClON_gpl_sup;T.riego_l/h/m2_sup;RLd_m3/t/d;RL_m3/t_sup;Rmax_%;;RCuT_%
102022;52;24;06-oct-22;20-oct-22;27-oct-22;77.853;147.867;5.15;0.813;0.137;0.593;3.01;0;1.655;14.7;;5.4;89.9;1.201.80;202.5;877.3;6.2;20.4;0;11.2;11.2;14;7;0;210;7;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.01;65;0;65
102022;53;24;09-oct-22;23-oct-22;28-oct-22;75.839;146.957;5.22;0.686;0.113;0.467;2.847;0;1.608;14.2;;5.5;84.4;1.008.70;165.9;685.7;6;19.4;0;10.9;10.9;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.02;60.7;0;60.7
102022;54;24;11-oct-22;25-oct-22;31-oct-22;75.054;147.843;5.89;0.647;0.103;0.42;3.046;0;1.661;14.9;;6.3;80.9;956.7;152.9;621.1;6;20.6;0;11.2;11.2;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.01;59.7;0;59.7
112022;55;24;20-oct-22;03-nov-22;09-nov-22;75.226;147.072;5.87;0.806;0.147;0.546;2.903;0;1.698;14;;6.2;86.1;1.184.80;216.5;803.5;6;19.7;0;11.5;11.5;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.02;63.6;0;63.6
112022;56;24;22-oct-22;05-nov-22;12-nov-22;76.162;140.135;5.99;1,019;0.282;0.64;2.952;0;1.588;14.6;;6.4;90.5;1.427.80;395.2;897;6;21.1;0;11.3;11.3;14;7;0;210;7;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.17;68.1;0;68.1
112022;57;24;27-oct-22;10-nov-22;17-nov-22;75.821;134.341;6.32;0.925;0.188;0.632;3.055;0;1.661;15.3;;6.7;88.7;1.242.10;252.9;848.9;6;22.7;0;12.4;12.4;14;7;0;210;7;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.31;68.5;0;68.5
112022;58;24;30-oct-22;13-nov-22;18-nov-22;77.044;134.709;6.79;0.688;0.212;0.359;2.615;267;1.352;13.3;;7.3;83.1;926.2;285.8;483.6;6.1;19.4;2;10;12;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.3;60.8;0;60.8
112022;59;24;02-nov-22;17-nov-22;21-nov-22;78.759;142.166;5.84;0.792;0.164;0.52;2.907;1.376;403;14.8;;6.2;86.4;1.126.40;232.8;739.9;6.3;20.4;9.7;2.8;12.5;15;4;0;210;4;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.13;43.6;0;43.6
112022;60;24;05-nov-22;19-nov-22;24-nov-22;78.504;142.52;5.77;0.775;0.175;0.487;3.158;226;1.632;15.3;;6.1;85.4;1.104.00;249.8;693.5;6.2;22.2;1.6;11.5;13;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.12;64.7;0;64.7
112022;61;24;09-nov-22;23-nov-22;28-nov-22;77.817;142.427;6.16;0.656;0.187;0.352;2.857;0;1.593;14.3;;6.6;82.3;933.9;266.8;501.5;6.2;20.1;0;11.2;11.2;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.12;62.1;0;62.1
122022;62;24;12-nov-22;26-nov-22;01-dic-22;78.396;142.077;5.77;0.569;0.116;0.33;3.187;24;1.686;13.6;;6.1;78.6;807.8;165.3;469.2;6.2;22.4;0.2;11.9;12;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.13;61.4;0;61.4
122022;63;24;15-nov-22;29-nov-22;04-dic-22;76.77;142.041;5.31;0.672;0.11;0.401;2.948;87;1.764;12.7;;5.6;76;954.6;155.7;569.4;6.1;20.8;0.6;12.4;13;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.13;59.7;0;59.7
122022;64;24;18-nov-22;02-dic-22;08-dic-22;75.718;142.526;4.9;0.824;0.131;0.587;3.247;855;888;13.7;;5.2;87;1.174.80;186.1;836;6;22.8;6;6.2;12.2;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.12;54.5;0;54.5
122022;65;24;21-nov-22;05-dic-22;11-dic-22;78.172;141.786;6.53;0.829;0.151;0.592;2.759;0;1.755;13.5;;7;89.5;1.175.80;213.5;838.9;6.2;19.5;0;12.4;12.4;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.14;67;0;67
122022;66;24;27-nov-22;11-dic-22;16-dic-22;77.351;142.25;5.53;0.733;0.116;0.516;3.021;214;1.497;14.5;;5.9;86.2;1.042.40;165.2;733.6;6.1;21.2;1.5;10.5;12;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.12;62.1;0;62.1
122022;67;24;30-nov-22;14-dic-22;19-dic-22;77.888;141.286;6.04;0.788;0.128;0.575;3.129;300;1.504;14.7;;6.4;89.2;1.112.90;181;811.9;6.2;22.1;2.1;10.6;12.8;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.15;64.6;0;64.6
122022;68;24;03-dic-22;17-dic-22;23-dic-22;79.337;142.548;6.53;0.701;0.116;0.507;3.283;0;1.896;14;;7;88.9;999;165.7;722.1;6.3;23;0;13.3;13.3;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.12;69.8;0;69.8
122022;69;24;08-dic-22;22-dic-22;28-dic-22;80.705;143.876;6.01;0.665;0.118;0.485;2.915;140;1.658;15.5;;6.4;90.7;956.4;170.4;697.2;6.4;20.3;1;11.5;12.5;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.09;65.7;0;65.7
122022;70;24;11-dic-22;25-dic-22;31-dic-22;81.161;143.213;5.45;0.626;0.114;0.423;2.882;0;1.995;16.2;;5.8;85.7;896.9;162.9;605.4;6.4;20.1;0;13.9;13.9;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.66;66.4;0;66.4
12023;71;24;14-dic-22;28-dic-22;03-ene-23;81.012;143.865;5.92;0.646;0.118;0.451;2.505;528;1.243;16.5;;6.3;87.9;930.1;169.4;648.2;6.4;17.4;3.7;8.6;12.3;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.65;56.7;0;56.7
12023;72;24;17-dic-22;31-dic-22;05-ene-23;80.088;142.863;5.48;0.65;0.109;0.461;3.245;338;1.36;15;;5.8;87.7;928.3;155.2;659.3;6.4;22.7;2.4;9.5;11.9;14;5;0;210;5;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.67;61.7;0;61.7
12023;73;24;21-dic-22;04-ene-23;10-ene-23;79.574;142.196;6.56;0.736;0.124;0.539;3.005;408;1.197;15.5;;7;90.1;1.046.20;176.9;765.9;6.3;21.1;2.9;8.4;11.3;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.68;59.8;0;59.8
12023;74;24;24-dic-22;07-ene-23;13-ene-23;82.262;142.574;6.2;0.608;0.106;0.406;3.111;264;1.409;15.4;;6.6;84;867.5;150.4;578.2;6.5;21.8;1.8;9.9;11.7;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.67;59.7;0;59.7
12023;75;24;26-dic-22;09-ene-23;15-ene-23;84.333;142.255;6.03;0.862;0.135;0.641;3.015;272;1.52;16.2;;6.4;90;1.225.80;192.3;911.3;6.7;21.2;1.9;10.7;12.6;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.68;64.1;0;64.1
12023;76;24;29-dic-22;12-ene-23;18-ene-23;80.296;142.778;5.98;0.831;0.136;0.615;3.133;42;1.553;16.4;;6.4;90.3;1.186.50;193.7;877.8;6.4;21.9;0.3;10.9;11.2;14;6;0;210;6;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.67;65.1;0;65.1
12023;77;24;01-ene-23;16-ene-23;21-ene-23;79.535;143.05;5.85;0.64;0.108;0.447;3.22;65;1.651;15.9;24.571;6.2;86.8;914.9;154.7;639.7;6.3;22.5;0.5;11.5;12;15;5;17.2;210;5;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.66;64.6;0;64.6
12023;78;24;04-ene-23;18-ene-23;25-ene-23;79.482;144.801;4.88;0.653;0.109;0.466;2.905;686;916;15.3;24.274;5.1;88;945.7;158.3;674.1;6.3;20.1;4.7;6.3;11.1;14;7;16.8;210;7;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.63;53.3;0;53.3
12023;79;24;07-ene-23;21-ene-23;29-ene-23;80.474;144.636;5.24;0.643;0.116;0.45;2.663;221;1.445;15.4;21.35;5.5;88;930;167.6;651.1;6.4;18.4;1.5;10;11.5;14;8;14.8;279;8;279;0;9;0.3;#¿NOMBRE?;6;0.013;3.5;61.1;0;61.1
22023;80;24;16-ene-23;30-ene-23;05-feb-23;81.51;146.729;5.82;0.667;0.13;0.458;2.829;886;911;15.3;21.702;6.2;88.2;978.4;191;672.2;6.5;19.3;6;6.2;12.3;14;6;14.8;272;6;272;0;9;0.3;#¿NOMBRE?;6;0.012;3.36;54.1;0;54.1
22023;81;24;19-ene-23;02-feb-23;09-feb-23;79.128;142.646;6.53;0.729;0.209;0.449;2.729;148;1.416;15.3;16.626;7;90.3;1.039.50;298.6;639.9;6.3;19.1;1;9.9;11;14;7;11.7;279;7;279;0;9;0.3;#¿NOMBRE?;6;0.013;3.55;64.4;0;64.4
22023;82;24;23-ene-23;07-feb-23;12-feb-23;78.954;144.105;6.5;0.71;0.17;0.468;2.934;60;1.669;15;18.824;6.9;90;1.022.50;245.5;674.9;6.3;20.4;0.4;11.6;12;15;5;13.1;276;5;276;0;9;0.3;#¿NOMBRE?;6;0.013;3.48;67.5;0;67.5
22023;83;24;29-ene-23;13-feb-23;16-feb-23;80.845;145.156;5.27;0.73;0.141;0.512;2.244;39;1.623;14.9;19.506;5.6;89.5;1.060.20;204.8;743.9;6.4;15.5;0.3;11.2;11.5;15;3;13.4;279;3;279;0;9;0.3;#¿NOMBRE?;6;0.012;3.49;62.3;0;62.3
22023;84;24;03-feb-23;16-feb-23;22-feb-23;80.114;143.945;5.97;0.716;0.125;0.511;2.516;26;1.574;14.4;20.539;6.4;88.9;1.030.30;179.6;736.2;6.4;17.5;0.2;10.9;11.1;13;6;14.3;276;6;276;0;9;0.3;#¿NOMBRE?;6;0.013;3.48;62.9;0;62.9
32023;85;24;09-feb-23;23-feb-23;01-mar-23;80.098;143.845;5.54;0.766;0.141;0.559;2.984;794;1.184;14.3;19.269;5.9;91.4;1.101.80;202.8;804;6.4;20.7;5.5;8.2;13.7;14;6;13.4;280;6;280;0;9;0.3;#¿NOMBRE?;6;0.013;3.53;61.4;0;61.4
32023;86;24;13-feb-23;27-feb-23;04-mar-23;80.742;145.031;5.26;0.634;0.103;0.443;3.303;431;1.244;15.5;20.327;5.6;86.1;919.7;149.4;642.1;6.4;22.8;3;8.6;11.5;14;5;14;276;5;276;0;9;0.3;#¿NOMBRE?;6;0.013;3.45;59.5;0;59.5
32023;87;24;17-feb-23;02-mar-23;08-mar-23;78.251;143.144;5.66;0.673;0.125;0.473;2.673;1.395;423;16.3;23.394;6;88.8;963.2;178.3;677.3;6.2;18.7;9.7;3;12.7;13;6;16.3;273;6;273;0;9;0.3;#¿NOMBRE?;6;0.013;3.46;44.5;0;44.5
32023;88;24;21-feb-23;07-mar-23;11-mar-23;80.157;143.702;5.88;0.726;0.126;0.51;2.864;1.195;692;16.8;21.597;6.2;87.6;1.043.60;181.3;732.6;6.4;19.9;8.3;4.8;13.1;14;4;15;268;4;268;0;9;0.3;#¿NOMBRE?;6;0.013;3.38;49.9;0;49.9
32023;89;24;25-feb-23;11-mar-23;17-mar-23;78.29;143.324;5.61;0.638;0.1;0.435;3.316;420;1.384;15.4;22.303;5.9;83.9;913.9;143.1;623.2;6.2;23.1;2.9;9.7;12.6;14;6;15.6;264;6;264;0;9;0.3;#¿NOMBRE?;6;0.013;3.34;60.4;0;60.4
32023;90;24;01-mar-23;15-mar-23;21-mar-23;81.233;145.695;6.14;0.74;0.101;0.491;3.626;101;1.808;14.7;25.361;6.5;80;1.078.70;147.2;715.5;6.4;24.9;0.7;12.4;13.1;14;6;17.4;260;6;260;0;9;0.3;#¿NOMBRE?;6;0.012;3.24;63.8;0;63.8
32023;91;24;04-mar-23;21-mar-23;26-mar-23;80.442;144.998;6.13;0.802;0.128;0.606;2.969;183;1.53;14.8;21.766;6.5;91.6;1.162.90;186;879;6.4;20.5;1.3;10.6;11.8;17;5;15;254;5;254;0;9;0.3;#¿NOMBRE?;6;0.013;3.18;65.3;0;65.3
42023;92;24;10-mar-23;25-mar-23;01-abr-23;81.859;145.89;5.83;0.932;0.131;0.73;2.878;500;1.063;14.6;25.759;6.2;92.4;1.359.90;191.8;1.064.50;6.5;19.7;3.4;7.3;10.7;15;7;17.7;250;7;250;0;9;0.3;#¿NOMBRE?;6;0.012;3.11;58.2;0;58.3
42023;93;24;15-mar-23;30-mar-23;04-abr-23;82.723;145.785;6.33;0.87;0.129;0.665;3.344;15;1.876;15;26.007;6.8;91.2;1.268.90;188.1;969;6.6;22.9;0.1;12.9;13;15;5;17.8;245;5;245;0;9;0.3;#¿NOMBRE?;6;0.012;3.05;70.4;0;70.4
42023;94;24;19-mar-23;02-abr-23;08-abr-23;80.432;144.872;6.18;0.92;0.211;0.619;2.641;35;1.636;14.9;27.807;6.6;90.2;1.333.20;305.9;896.9;6.4;18.2;0.2;11.3;11.5;14;6;19.2;242;6;242;0;9;0.3;#¿NOMBRE?;6;0.013;3.03;65.5;0;65.5
42023;95;24;23-mar-23;06-abr-23;11-abr-23;80.28;145.1;5.58;0.815;0.143;0.574;3.168;46;1.639;15.8;21.957;5.9;88;1.182.40;208;832.3;6.4;21.8;0.3;11.3;11.6;14;5;15.1;238;5;238;0;9;0.3;#¿NOMBRE?;6;0.013;2.98;65.2;0;65.3
42023;96;24;27-mar-23;11-abr-23;17-abr-23;81.9;145.159;5.56;0.754;0.114;0.537;3.046;340;1.259;15.5;17.871;5.9;86.5;1.093.90;165.9;780;6.5;21;2.3;8.7;11;15;6;12.3;233;6;233;0;9;0.3;#¿NOMBRE?;6;0.012;2.91;58.4;0;58.4
42023;97;24;31-mar-23;16-abr-23;19-abr-23;81.9;145.136;3.04;0.661;0.254;0.281;3.004;84;260;15.3;21.008;3.1;81;959.7;368.9;408.4;6.5;20.7;0.6;1.8;2.4;16;3;14.5;228;3;228;0;9;0.3;#¿NOMBRE?;6;0.013;2.85;39.9;0;39.9
42023;98;24;04-abr-23;18-abr-23;23-abr-23;79.935;139.886;4.03;0.853;0.135;0.64;2.623;17;1.56;14.5;23.133;4.2;90.8;1.193.00;188.6;894.7;6.3;18.8;0.1;11.2;11.3;14;5;16.5;226;5;226;0;9;0.3;#¿NOMBRE?;6;0.013;2.93;64.6;0;64.6
52023;99;24;09-abr-23;26-abr-23;02-may-23;79.181;140.228;4.88;0.77;0.117;0.588;3.038;333;1.4;14.9;18.821;5.1;91.5;1.079.90;163.4;824.8;6.3;21.7;2.4;10;12.4;17;6;13.4;218;6;218;0;9;0.3;#¿NOMBRE?;6;0.013;2.82;64.1;0.02;63.1
52023;100;24;13-abr-23;05-may-23;12-may-23;77.584;140.237;5.05;0.696;0.107;0.519;2.66;41;1.424;15.2;18.568;5.3;90.1;975.6;150.6;728;6.2;19;0.3;10.2;10.4;22;7;13.2;209;7;209;0;9;0.3;#¿NOMBRE?;6;0.013;2.7;61.7;0.02;60.7
52023;101;24;17-abr-23;05-may-23;12-may-23;76.614;141.251;5.91;0.686;0.11;0.503;2.884;48;1.599;15.2;20.445;6.3;89.3;968.3;154.9;709.9;6.1;20.4;0.3;11.3;11.7;19;6;14.5;209;6;209;0;9;0.3;#¿NOMBRE?;6;0.013;2.68;64.5;0.02;63.4
52023;102;24;20-abr-23;07-may-23;12-may-23;70.611;133.966;5.93;0.869;0.122;0.678;2.816;975;837;15.9;21.132;6.3;92;1.164.70;163.4;908.3;5.6;21;7.3;6.2;13.5;17;5;15.8;207;5;207;0;9;0.3;#¿NOMBRE?;6;0.014;2.8;55.2;0.02;54.3
52023;103;24;22-abr-23;09-may-23;16-may-23;54.279;79.941;6.74;0.774;0.136;0.535;1.414;128;654;15.3;12.289;7.2;86.6;618.7;108.5;427.3;4.3;17.7;1.6;8.2;9.8;17;7;15.4;205;7;205;0;9;0.3;#¿NOMBRE?;6;0.023;4.65;55.8;0.02;54.9
52023;104;24;23-abr-23;14-may-23;19-may-23;51.786;44.733;4.47;0.584;0.27;0.182;861;0;0;15.6;6.345;4.7;77.3;261.3;120.7;81.2;4.1;19.3;0;0;0;21;5;14.2;200;5;200;0;9;0.3;#¿NOMBRE?;6;0.041;8.11;30.4;0.02;30
52023;105;24;23-abr-23;16-may-23;22-may-23;50.4;27.062;3.78;0.562;0.286;0.141;623;0;0;14.5;3.838;3.9;75.9;152;77.3;38.1;4;23;0;0;0;23;6;14.2;198;6;198;0;9;0.3;#¿NOMBRE?;6;0.067;13.28;31.8;0.02;31.3
52023;106;24;23-abr-23;18-may-23;24-may-23;50.4;13.527;3.71;0.568;0.292;0.139;312;0;0;14.4;1.919;3.9;75.9;76.8;39.5;18.8;4;23.1;0;0;0;25;6;14.2;196;6;196;0;9;0.3;#¿NOMBRE?;6;0.134;26.29;32;0.02;31.5
52023;2;25;13-may-23;27-may-23;31-may-23;18.615;38.415;6.3;0.782;0.166;0.5;447;104;173;16.3;5.321;6.7;85.2;300.5;63.9;192;1.5;11.6;2.7;4.5;7.2;14;4;13.9;210;4;210;0;9;0.3;#¿NOMBRE?;7;0.055;11.57;43.7;0;43.7
62023;3;25;13-may-23;27-may-23;01-jun-23;44.272;85.017;6.33;0.879;0.14;0.647;1.836;64;1.091;15.5;11.728;6.8;89.6;747.2;119.4;550.4;3.5;21.6;0.8;12.8;13.6;14;5;13.8;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.025;5.23;68.9;0.1;62
62023;4;25;13-may-23;29-may-23;04-jun-23;64.197;123.614;6.26;0.93;0.161;0.696;2.752;655;1.074;15.3;15.823;6.7;92.1;1.149.80;198.8;860;5.1;22.3;5.3;8.7;14;16;6;12.8;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.017;3.6;62.8;0.1;56.5
62023;5;25;18-may-23;01-jun-23;07-jun-23;80.993;146.068;6.2;0.925;0.127;0.729;2.851;257;1.658;14.8;19.185;6.6;92.5;1.350.60;185.8;1.064.20;6.4;19.5;1.8;11.4;13.1;14;6;13.1;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.04;66;0.1;59.4
62023;6;25;22-may-23;05-jun-23;11-jun-23;84.813;146.02;6.35;0.864;0.116;0.669;2.993;0;2.017;15.8;22.429;6.8;90.8;1.262.20;169.8;976.4;6.7;20.5;0;13.8;13.8;14;6;15.4;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.04;69.4;0.1;62.4
62023;7;25;27-may-23;10-jun-23;15-jun-23;84.539;148.546;6.72;0.763;0.115;0.578;2.629;0;1.756;15.5;20.814;7.2;90.9;1.133.70;170.8;859.2;6.7;17.7;0;11.8;11.8;14;5;14;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.014;2.99;64.4;0.1;58
62023;8;25;30-may-23;13-jun-23;18-jun-23;82.049;146.023;6.71;0.702;0.106;0.506;2.893;0;1.741;15.4;18.053;7.2;87.3;1.024.50;155.2;739;6.5;19.8;0;11.9;11.9;14;5;12.4;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.014;3.04;64;0.1;57.6
62023;9;25;02-jun-23;16-jun-23;23-jun-23;80.692;145.245;5.27;0.677;0.098;0.504;3.045;670;1.109;15.6;20.667;5.6;89.1;982.6;142.3;732.7;6.4;21;4.6;7.6;12.2;14;7;14.2;210;7;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.06;57.1;0.1;51.4
62023;10;25;05-jun-23;20-jun-23;26-jun-23;81.007;145.812;4.99;0.719;0.11;0.517;3.143;1.951;118;15.2;17.55;5.3;87.2;1.048.20;160.5;753.4;6.4;21.6;13.4;0.8;14.2;15;6;12;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.05;35.3;0.1;31.8
62023;11;25;09-jun-23;25-jun-23;29-jun-23;80.347;144.625;7.21;0.965;0.142;0.705;2.811;127;1.602;14.1;21.519;7.8;87.8;1.395.20;205.1;1.019.90;6.4;19.4;0.9;11.1;12;16;4;14.9;210;4;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;63.3;0.1;57
72023;12;25;14-jun-23;28-jun-23;03-jul-23;80.151;144.272;6.42;0.86;0.146;0.612;2.677;301;1.372;15.6;24.331;6.9;88.1;1.240.90;210.1;883;6.4;18.6;2.1;9.5;11.6;14;5;16.9;210;5;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.08;59.8;0.12;52.4
72023;13;25;18-jun-23;06-jul-23;12-jul-23;80.314;144.566;5.42;0.853;0.136;0.61;2.811;664;1.234;15.9;20.076;5.7;87.5;1.232.60;196.2;882;6.4;19.4;4.6;8.5;13.1;18;6;13.9;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;57.8;0.08;53.2
72023;14;25;21-jun-23;09-jul-23;15-jul-23;80.204;144.368;7.47;0.789;0.118;0.596;2.731;0;1.683;15.2;17.973;8.1;90.5;1.138.90;170;860.6;6.4;18.9;0;11.7;11.7;18;6;12.4;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.08;64.9;0.05;61.4
72023;15;25;24-jun-23;12-jul-23;18-jul-23;80.172;144.309;7.24;0.811;0.119;0.606;2.943;478;1.127;14.1;23.365;7.8;89.5;1.170.20;171.7;875.2;6.4;20.4;3.3;7.8;11.1;18;6;16.2;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.08;58;0.11;51.4
72023;16;25;29-jun-23;17-jul-23;23-jul-23;92.635;166.744;6.96;0.815;0.131;0.583;3.38;761;1.057;14.9;25.751;7.5;87.7;1.359.50;219.1;972.5;7.4;20.3;4.6;6.3;10.9;18;6;15.4;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.013;2.67;53.4;0.1;47.9
72023;17;25;04-jul-23;22-jul-23;26-jul-23;100.465;180.837;5.02;0.949;0.2;0.66;3.833;623;1.828;13.9;24.11;5.3;90.7;1.716.30;362.4;1.194.30;8;21.2;3.4;10.1;13.5;18;4;13.3;210;4;210;0;9;0.3;#¿NOMBRE?;7;0.012;2.46;64.5;0.07;60
72023;18;25;08-jul-23;26-jul-23;30-jul-23;103.345;186.021;7.85;0.938;0.183;0.667;3.964;445;2.023;13.8;24.645;8.5;90.6;1.744.60;340.7;1.240.00;8.2;21.3;2.4;10.9;13.3;18;4;13.2;210;4;210;0;9;0.3;#¿NOMBRE?;7;0.011;2.39;65.6;0.07;61.2
82023;19;25;15-jul-23;02-ago-23;07-ago-23;103.148;185.667;6.06;0.859;0.156;0.617;4.015;231;1.933;13.1;18.537;6.5;90;1.594.70;289.8;1.146.20;8.2;21.6;1.2;10.4;11.7;18;5;10;300;5;300;0;9;0.3;#¿NOMBRE?;7;0.011;3.42;65.3;0;65.3
82023;20;25;18-jul-23;05-ago-23;11-ago-23;93.311;167.959;6.91;0.793;0.129;0.597;3.256;643;1.744;13.5;25.467;7.4;91.5;1.331.70;215.9;1.002.30;7.4;19.4;3.8;10.4;14.2;18;6;15.2;300;6;300;0;9;0.3;#¿NOMBRE?;7;0.013;3.78;65.1;0.1;58.6
82023;21;25;22-jul-23;09-ago-23;14-ago-23;89.46;163.12;6.17;0.713;0.109;0.497;3.214;0;1.813;13.3;21.998;6.6;84.9;1.163.80;177.9;810.6;7.1;19.7;0;11.1;11.1;18;5;13.5;300;5;300;0;9;0.3;#¿NOMBRE?;7;0.013;3.89;62.7;0.07;58.2
